change greedy, A [10000, 10201], V1=[1,2,6,12,24,48,60]
170,1.4066696167e-05
171,2.40802764893e-05
169,2.19345092773e-05
170,1.59740447998e-05
170,1.50203704834e-05
171,1.90734863281e-05
171,2.31266021729e-05
172,1.47819519043e-05
167,1.78813934326e-05
168,2.00271606445e-05
168,1.50203704834e-05
169,1.59740447998e-05
169,1.50203704834e-05
170,1.50203704834e-05
168,1.4066696167e-05
169,1.50203704834e-05
169,1.4066696167e-05
170,2.00271606445e-05
170,1.50203704834e-05
171,1.59740447998e-05
167,1.00135803223e-05
168,1.50203704834e-05
168,1.50203704834e-05
169,1.50203704834e-05
169,1.59740447998e-05
170,2.09808349609e-05
168,5.29289245605e-05
169,2.38418579102e-05
169,1.50203704834e-05
170,1.59740447998e-05
170,1.38282775879e-05
171,1.50203704834e-05
168,1.28746032715e-05
169,2.40802764893e-05
169,1.50203704834e-05
170,1.59740447998e-05
170,1.50203704834e-05
171,1.50203704834e-05
169,1.4066696167e-05
170,2.09808349609e-05
170,1.50203704834e-05
171,1.50203704834e-05
171,1.50203704834e-05
172,1.50203704834e-05
168,1.31130218506e-05
169,2.50339508057e-05
169,2.00271606445e-05
170,1.50203704834e-05
170,1.50203704834e-05
171,1.50203704834e-05
169,1.4066696167e-05
170,1.47819519043e-05
170,1.50203704834e-05
171,1.50203704834e-05
171,1.50203704834e-05
172,1.59740447998e-05
169,1.4066696167e-05
170,2.50339508057e-05
170,1.50203704834e-05
171,1.59740447998e-05
171,1.78813934326e-05
172,1.59740447998e-05
170,1.50203704834e-05
171,1.50203704834e-05
171,1.50203704834e-05
172,2.09808349609e-05
172,1.50203704834e-05
173,1.59740447998e-05
168,1.31130218506e-05
169,1.69277191162e-05
169,1.50203704834e-05
170,1.47819519043e-05
170,2.09808349609e-05
171,1.59740447998e-05
169,1.38282775879e-05
170,1.50203704834e-05
170,1.50203704834e-05
171,1.59740447998e-05
171,1.50203704834e-05
172,1.59740447998e-05
168,1.69277191162e-05
169,1.69277191162e-05
169,1.50203704834e-05
170,1.50203704834e-05
170,1.50203704834e-05
171,1.59740447998e-05
169,1.81198120117e-05
170,2.69412994385e-05
170,1.50203704834e-05
171,1.59740447998e-05
171,1.50203704834e-05
172,1.50203704834e-05
169,1.4066696167e-05
170,1.59740447998e-05
170,1.50203704834e-05
171,2.09808349609e-05
171,1.50203704834e-05
172,1.59740447998e-05
170,1.4066696167e-05
171,1.59740447998e-05
171,1.50203704834e-05
172,1.50203704834e-05
172,1.50203704834e-05
173,1.62124633789e-05
169,1.81198120117e-05
170,1.62124633789e-05
170,1.50203704834e-05
171,2.50339508057e-05
171,1.59740447998e-05
172,1.50203704834e-05
170,1.4066696167e-05
171,1.50203704834e-05
171,1.69277191162e-05
172,2.00271606445e-05
172,2.19345092773e-05
173,1.47819519043e-05
170,2.09808349609e-05
171,1.59740447998e-05
171,1.50203704834e-05
172,2.40802764893e-05
172,2.71797180176e-05
173,1.50203704834e-05
171,1.4066696167e-05
172,1.50203704834e-05
172,1.50203704834e-05
173,1.50203704834e-05
173,1.59740447998e-05
174,2.38418579102e-05
169,1.09672546387e-05
170,2.121925354e-05
170,1.97887420654e-05
171,2.40802764893e-05
171,1.50203704834e-05
172,1.59740447998e-05
170,1.38282775879e-05
171,1.50203704834e-05
171,1.4066696167e-05
172,1.59740447998e-05
172,1.50203704834e-05
173,1.50203704834e-05
169,1.09672546387e-05
170,1.50203704834e-05
170,1.50203704834e-05
171,2.40802764893e-05
171,1.50203704834e-05
172,2.40802764893e-05
170,1.4066696167e-05
171,1.50203704834e-05
171,1.50203704834e-05
172,1.50203704834e-05
172,2.00271606445e-05
173,1.59740447998e-05
170,1.47819519043e-05
171,1.59740447998e-05
171,2.50339508057e-05
172,2.31266021729e-05
172,1.38282775879e-05
173,1.71661376953e-05
171,2.31266021729e-05
172,1.71661376953e-05
172,1.50203704834e-05
173,1.50203704834e-05
173,1.50203704834e-05
174,1.59740447998e-05
170,1.31130218506e-05
171,1.50203704834e-05
171,1.50203704834e-05
172,1.50203704834e-05
172,1.38282775879e-05
173,1.50203704834e-05
171,2.31266021729e-05
172,1.50203704834e-05
172,1.59740447998e-05
173,1.50203704834e-05
173,1.50203704834e-05
174,1.59740447998e-05
171,1.31130218506e-05
172,1.50203704834e-05
172,1.50203704834e-05
173,1.59740447998e-05
173,1.50203704834e-05
174,1.59740447998e-05
172,1.38282775879e-05
173,1.59740447998e-05
173,1.50203704834e-05
174,1.59740447998e-05
174,1.71661376953e-05
175,1.81198120117e-05
170,1.21593475342e-05
171,1.59740447998e-05
171,2.50339508057e-05
172,1.50203704834e-05
172,1.50203704834e-05
173,1.50203704834e-05
171,1.50203704834e-05
172,1.62124633789e-05
172,1.50203704834e-05
173,1.59740447998e-05
173,2.31266021729e-05
174,2.09808349609e-05
170,1.00135803223e-05
