changedb, A=2000
722,0.340049982071
724,0.339834213257
726,0.340206861496
728,0.342575073242
730,0.343817949295
732,0.346024990082
734,0.344248056412
736,0.346334934235
738,0.347748994827
740,0.347255945206
742,0.347917079926
744,0.348569869995
746,0.350271940231
748,0.360628843307
750,0.361504793167
752,0.354512929916
754,0.377560138702
756,0.35559797287
758,0.35617518425
760,0.357181072235
762,0.37443614006
764,0.375690937042
766,0.368762016296
768,0.384565114975
770,0.37541103363
772,0.362076997757
774,0.370316982269
776,0.363878965378
778,0.365276098251
780,0.372405052185
782,0.36649107933
784,0.378675937653
786,0.365900993347
788,0.369004964828
790,0.368859052658
792,0.368755102158
794,0.370723009109
796,0.372388124466
798,0.371691942215
800,0.373028993607
802,0.383537054062
804,0.373544931412
806,0.375708818436
808,0.377065896988
810,0.377455949783
812,0.387522935867
814,0.380373954773
816,0.379904985428
818,0.380393981934
820,0.383130073547
822,0.407877922058
824,0.386397123337
826,0.406778812408
828,0.407603979111
830,0.409430980682
832,0.398920059204
834,0.437963008881
836,0.413352966309
838,0.413096189499
840,0.391632795334
842,0.419468164444
844,0.403360128403
846,0.402426958084
848,0.394368886948
850,0.395864009857
852,0.394979953766
854,0.395847797394
856,0.402047872543
858,0.397263050079
860,0.399330854416
862,0.399838924408
864,0.403095006943
866,0.400833129883
868,0.401448011398
870,0.403049945831
872,0.406172990799
874,0.406054973602
876,0.414149045944
878,0.420680046082
880,0.409440994263
882,0.417634010315
884,0.41671705246
886,0.421190977097
888,0.418484926224
890,0.412056922913
892,0.418020963669
894,0.416352987289
896,0.417562961578
898,0.421533823013
900,0.421836137772
902,0.417656183243
904,0.418616056442
906,0.418834924698
908,0.42898607254
910,0.431290149689
912,0.431396961212
914,0.430246829987
916,0.43112206459
918,0.424871921539
920,0.425411939621
922,0.426150798798
924,0.444912910461
926,0.441153049469
928,0.444688081741
930,0.427727937698
932,0.435086011887
934,0.430330991745
936,0.44087100029
938,0.435050010681
940,0.44461107254
942,0.443760871887
944,0.435117959976
946,0.436717033386
948,0.436733007431
950,0.436908960342
952,0.435902118683
954,0.441825866699
956,0.457478046417
958,0.446988105774
960,0.450894832611
962,0.444487094879
964,0.450630903244
966,0.441657066345
968,0.444961071014
970,0.451896905899
972,0.462903022766
974,0.444139003754
976,0.454013109207
978,0.446239948273
980,0.45051908493
982,0.452742099762
984,0.456961154938
986,0.455517053604
988,0.459975004196
990,0.450109004974
992,0.453856945038
994,0.460564136505
996,0.458036184311
998,0.455332040787
